date,grid_id,latitude,longitude,coarse_rain_forecast_mm,temperature_c,humidity_pct,wind_speed_ms,soil_moisture,satellite_rain_mm,elevation_m,rainfall_target_mm,rain_event
2026-08-07,G0244,26.04459,86.69006,11.73,29.67,76.16,2.97,0.454,16.58,70.74,15.77,1
2026-08-07,G0245,26.04459,86.73008,4.94,31.46,71.52,3.74,0.37,22.47,74.56,16.97,1
2026-08-07,G0246,26.04459,86.7701,12.51,30.26,67.72,4.19,0.445,8.73,69.74,7.23,1
2026-08-07,G0247,26.04459,86.81011,15.23,30.57,76.71,2.16,0.374,6.49,71.0,8.29,1
2026-08-07,G0248,26.04459,86.85013,14.62,31.5,77.01,6.12,0.438,18.83,72.86,9.36,1
2026-08-07,G0249,26.04459,86.89015,21.15,30.81,84.45,3.75,0.409,12.99,70.28,14.93,1
2026-08-07,G0250,26.04459,86.93017,17.35,31.69,84.63,3.55,0.397,15.93,69.53,14.21,1
2026-08-07,G0251,26.04459,86.97018,13.23,32.9,75.7,2.19,0.434,16.31,74.14,12.03,1
2026-08-07,G0252,26.04459,87.0102,14.3,29.98,72.04,3.87,0.433,11.17,74.54,8.15,1
2026-08-07,G0253,26.04459,87.05022,12.89,30.92,72.21,4.1,0.45,8.3,70.88,8.97,1
2026-08-07,G0254,26.04459,87.09024,14.63,33.19,70.43,2.26,0.404,22.94,67.42,17.51,1
2026-08-07,G0255,26.04459,87.13012,14.67,30.89,66.99,2.95,0.377,13.11,74.73,11.02,1
2026-08-07,G0256,26.08063,86.57001,13.88,30.89,77.26,3.01,0.45,8.29,73.8,12.69,1
2026-08-07,G0257,26.08063,86.61003,11.71,30.86,81.55,3.54,0.424,13.23,73.31,9.42,1
2026-08-07,G0258,26.08063,86.65004,1.64,31.91,78.29,1.35,0.457,25.68,74.91,18.77,1
2026-08-07,G0259,26.08063,86.69006,13.18,29.69,73.55,3.55,0.388,22.09,72.17,15.02,1
2026-08-07,G0260,26.08063,86.73008,18.84,30.9,84.8,1.21,0.425,14.99,74.96,8.61,1
2026-08-07,G0261,26.08063,86.7701,5.56,29.41,73.39,4.84,0.399,11.99,75.55,7.93,1
2026-08-07,G0262,26.08063,86.81011,14.56,30.74,70.13,3.53,0.414,17.61,74.69,11.17,1
2026-08-07,G0263,26.08063,86.85013,14.62,32.34,73.87,4.16,0.366,13.03,73.46,13.25,1
2026-08-07,G0264,26.08063,86.89015,13.01,30.71,72.42,3.47,0.474,9.49,74.67,10.54,1
2026-08-07,G0265,26.08063,86.93017,10.43,30.78,77.9,3.95,0.421,9.41,74.7,8.44,1
2026-08-07,G0266,26.08063,86.97018,17.39,31.79,70.08,4.13,0.481,19.86,75.14,14.59,1
2026-08-07,G0267,26.08063,87.0102,13.99,28.98,79.1,1.26,0.431,9.01,73.79,10.18,1
2026-08-07,G0268,26.08063,87.05022,16.72,32.47,75.58,2.02,0.47,12.25,73.36,10.84,1
2026-08-07,G0269,26.08063,87.09024,17.88,31.61,72.29,2.49,0.305,11.78,72.52,10.57,1
2026-08-07,G0270,26.08063,87.13012,16.89,32.03,76.56,4.44,0.368,14.86,73.3,16.29,1
2026-08-07,G0271,26.09932,86.57001,7.27,31.73,68.13,2.3,0.397,18.65,77.28,11.71,1
2026-08-07,G0272,26.09932,86.61003,7.26,30.16,72.6,4.1,0.365,13.11,77.58,9.98,1
2026-08-07,G0273,26.09932,86.65004,8.21,30.73,70.02,3.24,0.399,18.16,75.93,12.97,1
2026-08-07,G0274,26.09932,86.69006,14.89,31.88,76.33,3.22,0.423,15.13,76.44,13.79,1
2026-08-07,G0275,26.09932,86.73008,7.7,32.48,79.8,3.26,0.421,15.2,75.99,7.47,1
2026-08-07,G0276,26.09932,86.7701,8.85,30.6,76.84,3.55,0.41,19.53,73.91,12.8,1
2026-08-07,G0277,26.09932,86.81011,12.5,31.39,71.13,3.86,0.374,15.86,75.89,13.22,1
2026-08-07,G0278,26.09932,86.85013,7.7,33.35,69.46,5.08,0.431,14.93,73.02,14.48,1
2026-08-07,G0279,26.09932,86.89015,17.35,31.58,70.78,4.46,0.415,14.88,73.36,13.48,1
2026-08-07,G0280,26.09932,86.93017,10.66,30.01,68.24,2.48,0.436,6.53,77.24,7.37,1
2026-08-07,G0281,26.09932,86.97018,16.95,29.41,71.11,2.6,0.398,8.45,76.66,7.53,1
2026-08-07,G0282,26.09932,87.0102,10.08,30.67,86.6,1.93,0.422,20.19,78.82,19.41,1
2026-08-07,G0283,26.09932,87.05022,15.37,29.7,79.89,4.82,0.425,21.87,74.1,21.36,1
2026-08-07,G0284,26.09932,87.09024,8.03,31.12,74.86,4.21,0.437,13.83,78.42,9.26,1
2026-08-07,G0285,26.09932,87.13012,11.92,30.73,70.63,2.1,0.501,13.63,75.79,10.22,1
2026-08-08,G0001,25.46802,86.57001,16.88,32.86,78.1,3.06,0.409,14.13,43.46,14.25,1
2026-08-08,G0002,25.46802,86.61003,9.43,32.66,72.69,2.79,0.425,18.55,47.78,18.62,1
2026-08-08,G0003,25.46802,86.65004,15.07,32.58,66.59,3.91,0.478,11.97,46.16,9.68,1
2026-08-08,G0004,25.46802,86.69006,5.23,32.81,68.97,1.74,0.369,16.64,46.35,10.51,1
2026-08-08,G0005,25.46802,86.73008,11.52,32.48,81.05,4.0,0.379,11.68,42.83,9.44,1
2026-08-08,G0006,25.46802,86.7701,6.87,30.47,71.47,3.55,0.408,19.52,41.72,14.07,1
2026-08-08,G0007,25.46802,86.81011,12.45,30.74,81.47,3.31,0.455,11.52,47.39,8.0,1
2026-08-08,G0008,25.46802,86.85013,13.48,32.43,70.53,2.99,0.471,16.82,46.66,13.46,1
2026-08-08,G0009,25.46802,86.89015,11.64,33.03,75.3,1.85,0.472,18.67,45.32,13.31,1
2026-08-08,G0010,25.46802,86.93017,15.75,33.27,76.99,3.25,0.423,15.08,48.71,13.41,1
2026-08-08,G0011,25.46802,86.97018,16.0,30.6,69.31,5.07,0.437,15.9,44.89,12.02,1
2026-08-08,G0012,25.46802,87.0102,12.96,30.2,72.46,3.12,0.441,17.91,45.62,18.29,1
2026-08-08,G0013,25.46802,87.05022,14.74,32.14,74.48,2.44,0.492,13.24,45.15,12.4,1
2026-08-08,G0014,25.46802,87.09024,15.82,31.38,74.6,3.32,0.436,10.98,47.1,9.44,1
2026-08-08,G0015,25.46802,87.13012,10.68,32.44,75.22,2.98,0.498,17.56,49.79,14.46,1
2026-08-08,G0016,25.50405,86.57001,8.45,31.19,76.85,2.47,0.41,11.17,49.18,9.5,1
2026-08-08,G0017,25.50405,86.61003,14.16,32.91,74.54,4.36,0.415,18.45,48.02,12.91,1
2026-08-08,G0018,25.50405,86.65004,10.68,31.93,72.8,4.09,0.372,14.99,48.25,10.17,1
2026-08-08,G0019,25.50405,86.69006,9.95,30.11,79.06,5.26,0.446,19.23,47.04,13.29,1
2026-08-08,G0020,25.50405,86.73008,15.79,30.83,74.46,2.55,0.472,17.06,45.37,17.46,1
2026-08-08,G0021,25.50405,86.7701,12.54,31.75,74.06,4.76,0.381,13.41,45.98,12.57,1
2026-08-08,G0022,25.50405,86.81011,11.09,34.11,78.24,5.4,0.433,14.69,47.57,4.85,1
2026-08-08,G0023,25.50405,86.85013,15.1,32.82,81.25,3.7,0.368,10.92,47.36,11.97,1
2026-08-08,G0024,25.50405,86.89015,14.92,32.17,79.33,4.0,0.404,13.35,47.46,19.3,1
2026-08-08,G0025,25.50405,86.93017,15.32,30.0,73.48,3.93,0.391,7.57,47.39,0.93,0
2026-08-08,G0026,25.50405,86.97018,13.72,31.72,70.39,4.97,0.363,10.2,46.96,7.17,1
2026-08-08,G0027,25.50405,87.0102,14.57,31.86,72.69,3.49,0.351,18.41,49.54,11.89,1
2026-08-08,G0028,25.50405,87.05022,10.38,30.8,77.57,2.48,0.454,12.83,50.69,11.34,1
2026-08-08,G0029,25.50405,87.09024,12.79,31.01,75.65,2.71,0.453,23.01,45.95,13.65,1
2026-08-08,G0030,25.50405,87.13012,15.62,31.58,85.19,1.54,0.473,22.43,49.65,15.99,1
2026-08-08,G0031,25.54009,86.57001,8.21,31.73,72.43,4.16,0.42,20.26,48.1,10.24,1
2026-08-08,G0032,25.54009,86.61003,7.51,32.2,73.55,3.92,0.436,14.64,45.14,14.81,1
2026-08-08,G0033,25.54009,86.65004,11.58,33.28,68.59,4.65,0.372,11.08,48.49,14.14,1
2026-08-08,G0034,25.54009,86.69006,17.27,31.29,63.78,5.04,0.428,10.21,44.61,8.43,1
2026-08-08,G0035,25.54009,86.73008,10.26,32.36,75.56,3.53,0.404,9.51,50.26,16.05,1
2026-08-08,G0036,25.54009,86.7701,13.51,32.43,80.51,2.46,0.456,20.68,49.4,19.85,1
2026-08-08,G0037,25.54009,86.81011,10.72,29.71,78.33,3.57,0.414,8.86,50.03,17.33,1
2026-08-08,G0038,25.54009,86.85013,12.47,32.96,61.13,3.47,0.397,14.31,48.92,10.93,1
2026-08-08,G0039,25.54009,86.89015,14.81,33.86,75.02,2.41,0.446,17.6,49.67,11.03,1
2026-08-08,G0040,25.54009,86.93017,17.69,31.92,67.54,5.61,0.433,3.16,53.05,5.99,1
2026-08-08,G0041,25.54009,86.97018,16.17,31.82,64.44,4.76,0.394,15.1,49.85,18.09,1
2026-08-08,G0042,25.54009,87.0102,15.02,34.07,75.93,4.87,0.435,9.63,52.92,12.75,1
2026-08-08,G0043,25.54009,87.05022,13.57,30.49,71.04,3.54,0.355,6.31,46.1,7.0,1
2026-08-08,G0044,25.54009,87.09024,12.56,30.8,77.7,2.64,0.444,12.35,53.71,9.92,1
2026-08-08,G0045,25.54009,87.13012,15.63,32.39,67.68,6.32,0.479,24.75,52.17,16.42,1
2026-08-08,G0046,25.57613,86.57001,18.76,34.07,80.45,2.25,0.395,12.2,48.51,15.88,1
2026-08-08,G0047,25.57613,86.61003,12.01,31.33,80.82,3.63,0.437,20.35,50.52,16.79,1
2026-08-08,G0048,25.57613,86.65004,14.55,31.93,64.29,3.04,0.477,23.82,52.56,10.37,1
2026-08-08,G0049,25.57613,86.69006,11.72,31.4,72.94,2.06,0.455,12.84,54.69,12.74,1
2026-08-08,G0050,25.57613,86.73008,10.87,31.76,78.56,3.88,0.353,16.73,52.04,9.93,1
2026-08-08,G0051,25.57613,86.7701,12.36,31.86,76.62,1.92,0.417,10.37,50.77,13.93,1
2026-08-08,G0052,25.57613,86.81011,12.26,31.64,81.36,3.61,0.481,10.89,49.17,14.95,1
2026-08-08,G0053,25.57613,86.85013,13.72,31.33,81.52,2.78,0.368,8.66,51.26,8.67,1
2026-08-08,G0054,25.57613,86.89015,18.25,31.54,71.11,4.13,0.479,8.89,51.01,16.34,1
2026-08-08,G0055,25.57613,86.93017,13.92,31.26,80.66,3.99,0.385,8.68,49.93,12.64,1
2026-08-08,G0056,25.57613,86.97018,21.47,31.61,80.72,3.2,0.446,15.65,50.59,7.08,1
2026-08-08,G0057,25.57613,87.0102,13.82,31.09,70.06,2.84,0.427,10.41,52.46,2.23,1
2026-08-08,G0058,25.57613,87.05022,7.32,34.13,65.96,2.28,0.427,20.87,54.39,15.46,1
2026-08-08,G0059,25.57613,87.09024,10.28,32.72,73.14,5.03,0.371,23.91,50.88,16.71,1
2026-08-08,G0060,25.57613,87.13012,11.73,32.79,73.63,4.48,0.467,10.03,49.43,8.96,1
2026-08-08,G0061,25.61216,86.57001,16.41,28.93,67.76,2.0,0.417,12.3,52.04,13.66,1
2026-08-08,G0062,25.61216,86.61003,9.49,30.52,70.94,4.97,0.444,14.89,52.52,7.76,1
2026-08-08,G0063,25.61216,86.65004,14.62,34.41,75.45,5.49,0.468,16.75,54.23,11.23,1
2026-08-08,G0064,25.61216,86.69006,12.2,32.5,74.8,3.45,0.448,19.83,54.15,11.36,1
2026-08-08,G0065,25.61216,86.73008,15.66,32.52,67.78,1.27,0.394,16.44,51.97,8.2,1
2026-08-08,G0066,25.61216,86.7701,8.57,30.8,79.24,4.79,0.42,16.9,51.57,7.04,1
2026-08-08,G0067,25.61216,86.81011,18.58,32.22,77.87,2.63,0.402,15.85,50.52,13.54,1
2026-08-08,G0068,25.61216,86.85013,10.56,32.78,67.35,3.48,0.417,20.83,54.9,5.26,1
2026-08-08,G0069,25.61216,86.89015,14.47,31.88,81.16,4.54,0.417,2.78,53.48,8.37,1
2026-08-08,G0070,25.61216,86.93017,13.17,28.74,77.41,3.89,0.471,6.12,52.64,6.56,1
2026-08-08,G0071,25.61216,86.97018,17.14,30.88,65.5,3.65,0.397,0,53.1,6.05,1
2026-08-08,G0072,25.61216,87.0102,20.07,30.18,73.73,3.62,0.512,2.53,53.13,0.44,0
2026-08-08,G0073,25.61216,87.05022,10.72,31.91,65.15,4.7,0.416,16.7,51.0,12.55,1
2026-08-08,G0074,25.61216,87.09024,18.49,32.37,82.07,2.57,0.419,15.8,51.98,10.62,1
2026-08-08,G0075,25.61216,87.13012,15.85,33.04,84.22,5.28,0.415,12.56,56.15,10.8,1
2026-08-08,G0076,25.6482,86.57001,15.97,30.3,74.53,2.37,0.417,11.79,55.93,14.56,1
2026-08-08,G0077,25.6482,86.61003,10.64,33.19,75.85,2.62,0.444,15.15,55.6,12.8,1
2026-08-08,G0078,25.6482,86.65004,9.6,32.41,75.53,2.92,0.406,16.62,53.37,11.07,1
2026-08-08,G0079,25.6482,86.69006,7.09,30.56,74.45,3.66,0.419,12.66,56.21,8.45,1
2026-08-08,G0080,25.6482,86.73008,9.33,31.69,69.83,3.46,0.42,12.41,56.62,9.43,1
2026-08-08,G0081,25.6482,86.7701,14.63,31.47,75.47,2.12,0.442,17.66,53.55,16.09,1
2026-08-08,G0082,25.6482,86.81011,18.98,30.01,76.27,2.88,0.458,10.52,52.29,9.93,1
2026-08-08,G0083,25.6482,86.85013,15.35,29.89,67.81,2.69,0.386,9.66,55.16,7.79,1
2026-08-08,G0084,25.6482,86.89015,11.65,31.47,75.23,1.95,0.429,9.65,52.97,5.74,1
2026-08-08,G0085,25.6482,86.93017,7.11,32.45,77.04,4.61,0.391,7.39,54.84,5.79,1
2026-08-08,G0086,25.6482,86.97018,13.21,32.36,72.73,1.43,0.433,16.88,56.25,18.6,1
2026-08-08,G0087,25.6482,87.0102,13.24,31.09,73.97,3.2,0.38,7.72,59.32,5.76,1
2026-08-08,G0088,25.6482,87.05022,22.81,32.38,76.87,6.03,0.414,17.88,52.78,17.31,1
2026-08-08,G0089,25.6482,87.09024,14.69,31.95,72.84,3.81,0.376,15.37,53.24,12.23,1
2026-08-08,G0090,25.6482,87.13012,9.9,30.75,70.37,3.75,0.351,10.15,52.53,4.71,1
2026-08-08,G0091,25.68423,86.57001,13.15,30.83,76.12,4.98,0.522,12.63,60.05,13.72,1
2026-08-08,G0092,25.68423,86.61003,15.05,29.96,69.57,3.98,0.341,12.02,57.71,13.37,1
2026-08-08,G0093,25.68423,86.65004,13.61,33.29,82.85,6.69,0.366,16.09,54.88,7.53,1
2026-08-08,G0094,25.68423,86.69006,9.81,30.46,69.63,3.69,0.449,14.95,58.51,13.55,1
2026-08-08,G0095,25.68423,86.73008,16.09,30.47,66.72,3.0,0.414,11.83,53.35,12.01,1
2026-08-08,G0096,25.68423,86.7701,14.04,32.04,71.61,5.39,0.328,12.13,53.9,12.22,1
2026-08-08,G0097,25.68423,86.81011,14.5,30.95,82.7,1.38,0.425,13.64,57.35,12.89,1
2026-08-08,G0098,25.68423,86.85013,6.85,31.38,77.51,3.87,0.434,4.71,55.34,7.07,1
2026-08-08,G0099,25.68423,86.89015,12.82,31.05,75.42,2.64,0.444,5.04,56.22,3.11,1
2026-08-08,G0100,25.68423,86.93017,15.51,30.92,74.53,3.51,0.534,12.15,54.6,9.73,1
2026-08-08,G0101,25.68423,86.97018,10.22,32.39,80.63,4.54,0.376,12.35,54.44,13.65,1
2026-08-08,G0102,25.68423,87.0102,12.37,31.05,78.34,5.05,0.436,0.81,54.08,4.84,1
2026-08-08,G0103,25.68423,87.05022,13.34,32.69,73.04,3.85,0.452,6.33,55.74,5.92,1
2026-08-08,G0104,25.68423,87.09024,9.62,28.78,76.43,6.03,0.483,17.48,52.48,12.38,1
2026-08-08,G0105,25.68423,87.13012,13.21,32.16,80.4,5.13,0.437,7.53,55.41,8.33,1
2026-08-08,G0106,25.72027,86.57001,7.78,29.42,79.18,3.67,0.418,10.73,59.38,9.44,1
2026-08-08,G0107,25.72027,86.61003,12.23,30.71,83.7,2.2,0.37,12.46,56.73,17.54,1
2026-08-08,G0108,25.72027,86.65004,16.34,31.48,67.29,5.06,0.508,8.54,56.64,15.65,1
2026-08-08,G0109,25.72027,86.69006,9.97,32.1,74.83,4.65,0.362,14.97,57.0,14.05,1
2026-08-08,G0110,25.72027,86.73008,7.68,28.12,77.76,5.12,0.443,9.79,60.43,4.24,1
2026-08-08,G0111,25.72027,86.7701,15.57,30.06,64.19,3.7,0.491,5.87,59.31,8.13,1
2026-08-08,G0112,25.72027,86.81011,19.55,31.29,76.11,2.73,0.436,11.64,54.38,12.13,1
2026-08-08,G0113,25.72027,86.85013,7.63,32.6,70.65,4.26,0.401,7.0,57.86,8.77,1
2026-08-08,G0114,25.72027,86.89015,11.61,31.86,68.3,3.41,0.374,9.36,58.86,12.28,1
2026-08-08,G0115,25.72027,86.93017,10.68,30.48,84.32,2.49,0.458,6.37,60.05,3.8,1
2026-08-08,G0116,25.72027,86.97018,6.37,31.56,75.29,3.76,0.414,4.43,56.76,6.71,1
2026-08-08,G0117,25.72027,87.0102,11.37,31.25,78.45,4.78,0.434,11.25,57.93,8.75,1
2026-08-08,G0118,25.72027,87.05022,14.89,31.72,79.69,4.53,0.421,10.68,59.09,10.26,1
2026-08-08,G0119,25.72027,87.09024,10.34,30.45,69.5,3.58,0.416,10.54,60.52,12.96,1
2026-08-08,G0120,25.72027,87.13012,15.44,31.97,77.28,2.9,0.463,4.29,56.96,5.66,1
2026-08-08,G0121,25.75631,86.57001,13.12,31.48,70.44,2.94,0.406,16.24,61.34,15.88,1
2026-08-08,G0122,25.75631,86.61003,14.8,32.23,71.43,3.09,0.401,13.86,60.88,9.28,1
2026-08-08,G0123,25.75631,86.65004,11.53,32.38,74.71,2.84,0.422,7.52,60.1,7.68,1
2026-08-08,G0124,25.75631,86.69006,11.58,30.07,74.11,3.85,0.444,14.03,62.25,6.98,1
2026-08-08,G0125,25.75631,86.73008,8.32,32.56,77.2,1.5,0.404,12.35,59.29,6.72,1
2026-08-08,G0126,25.75631,86.7701,16.44,30.84,65.82,3.79,0.448,10.77,54.81,12.89,1
2026-08-08,G0127,25.75631,86.81011,14.19,31.28,73.96,2.08,0.453,7.79,59.57,9.13,1
2026-08-08,G0128,25.75631,86.85013,10.03,30.19,70.74,2.33,0.428,7.74,60.23,7.38,1
2026-08-08,G0129,25.75631,86.89015,10.2,29.93,80.09,1.79,0.414,5.56,63.04,8.18,1
2026-08-08,G0130,25.75631,86.93017,11.78,29.42,80.4,3.23,0.442,5.6,54.63,12.65,1
2026-08-08,G0131,25.75631,86.97018,13.57,31.26,73.23,3.11,0.421,13.17,58.1,14.5,1
2026-08-08,G0132,25.75631,87.0102,13.31,31.22,73.73,2.72,0.47,10.84,56.44,11.81,1
2026-08-08,G0133,25.75631,87.05022,11.13,32.53,74.47,4.6,0.426,9.69,60.26,7.02,1
2026-08-08,G0134,25.75631,87.09024,7.86,30.09,78.01,2.62,0.416,12.76,58.0,10.37,1
2026-08-08,G0135,25.75631,87.13012,17.41,32.8,76.66,2.44,0.41,11.36,60.71,18.22,1
2026-08-08,G0136,25.79234,86.57001,8.87,31.62,78.21,3.31,0.445,10.91,58.47,11.87,1
2026-08-08,G0137,25.79234,86.61003,12.25,31.06,74.16,3.58,0.469,14.79,58.73,13.99,1
2026-08-08,G0138,25.79234,86.65004,13.59,31.75,73.2,3.25,0.415,8.54,60.82,9.56,1
2026-08-08,G0139,25.79234,86.69006,10.89,30.67,69.82,5.14,0.4,13.51,61.5,9.38,1
2026-08-08,G0140,25.79234,86.73008,11.31,32.19,77.01,4.16,0.469,7.41,57.94,12.27,1
2026-08-08,G0141,25.79234,86.7701,6.24,30.93,75.05,3.25,0.451,17.11,62.38,12.14,1
2026-08-08,G0142,25.79234,86.81011,8.68,31.36,70.09,4.49,0.436,6.83,58.1,10.13,1
2026-08-08,G0143,25.79234,86.85013,6.78,32.05,67.49,2.03,0.421,11.55,62.97,10.77,1
2026-08-08,G0144,25.79234,86.89015,10.95,30.44,74.51,4.3,0.396,0,61.39,1.73,1
2026-08-08,G0145,25.79234,86.93017,15.75,30.98,72.78,2.44,0.418,1.4,62.46,3.0,1
2026-08-08,G0146,25.79234,86.97018,7.45,33.03,80.41,5.24,0.456,14.87,59.57,17.23,1
2026-08-08,G0147,25.79234,87.0102,17.4,33.17,76.82,1.43,0.427,6.23,62.33,2.71,1
2026-08-08,G0148,25.79234,87.05022,10.58,30.19,79.71,5.02,0.414,6.22,58.66,5.32,1
2026-08-08,G0149,25.79234,87.09024,12.37,31.57,62.35,3.83,0.423,9.79,62.02,6.1,1
2026-08-08,G0150,25.79234,87.13012,15.61,32.16,68.68,4.12,0.47,10.3,56.45,8.42,1
2026-08-08,G0151,25.82838,86.57001,5.23,29.78,80.02,4.75,0.395,11.8,63.24,4.09,1
2026-08-08,G0152,25.82838,86.61003,12.32,32.13,64.28,1.83,0.412,11.74,61.71,6.57,1
2026-08-08,G0153,25.82838,86.65004,3.23,32.17,73.61,2.35,0.389,11.78,62.14,9.36,1
2026-08-08,G0154,25.82838,86.69006,13.03,30.97,70.63,2.37,0.454,8.82,61.26,8.74,1
2026-08-08,G0155,25.82838,86.73008,18.21,30.46,79.49,2.73,0.453,16.33,59.77,16.51,1
2026-08-08,G0156,25.82838,86.7701,28.5,30.75,65.22,5.51,0.408,12.66,62.16,16.96,1
2026-08-08,G0157,25.82838,86.81011,12.95,32.41,75.6,4.05,0.458,13.05,62.32,16.47,1
2026-08-08,G0158,25.82838,86.85013,15.59,30.22,86.55,4.8,0.342,6.07,63.7,9.14,1
2026-08-08,G0159,25.82838,86.89015,13.05,31.36,69.19,3.58,0.404,15.04,64.13,10.23,1
2026-08-08,G0160,25.82838,86.93017,7.54,31.66,67.96,2.66,0.451,14.17,62.52,8.17,1
2026-08-08,G0161,25.82838,86.97018,10.21,32.44,86.71,2.87,0.359,0,57.29,5.16,1
2026-08-08,G0162,25.82838,87.0102,15.77,32.18,76.59,2.24,0.42,12.96,62.83,14.12,1
2026-08-08,G0163,25.82838,87.05022,19.55,31.03,70.75,3.66,0.5,10.53,64.85,14.18,1
2026-08-08,G0164,25.82838,87.09024,12.14,29.92,74.89,0.82,0.451,2.17,65.55,4.93,1
2026-08-08,G0165,25.82838,87.13012,17.14,29.47,77.95,4.59,0.468,10.51,61.49,9.27,1
2026-08-08,G0166,25.86441,86.57001,15.73,28.98,73.09,4.49,0.381,6.91,67.33,10.16,1
2026-08-08,G0167,25.86441,86.61003,10.49,31.22,77.54,4.44,0.505,14.98,66.66,9.2,1
2026-08-08,G0168,25.86441,86.65004,17.04,31.34,60.65,2.39,0.413,11.0,66.06,11.78,1
2026-08-08,G0169,25.86441,86.69006,11.18,30.13,75.43,3.84,0.399,15.32,63.47,17.77,1
2026-08-08,G0170,25.86441,86.73008,12.49,32.24,81.65,1.84,0.456,21.19,64.16,12.8,1
2026-08-08,G0171,25.86441,86.7701,11.13,31.9,77.97,3.99,0.42,8.44,60.18,5.2,1
2026-08-08,G0172,25.86441,86.81011,9.26,28.78,72.78,4.96,0.44,7.26,64.82,4.46,1
2026-08-08,G0173,25.86441,86.85013,13.77,29.86,66.4,2.98,0.395,9.32,61.01,7.35,1
2026-08-08,G0174,25.86441,86.89015,12.13,30.29,73.18,3.98,0.402,13.04,63.85,15.92,1
2026-08-08,G0175,25.86441,86.93017,10.9,32.81,64.94,5.89,0.394,10.52,62.08,5.08,1
2026-08-08,G0176,25.86441,86.97018,11.19,32.7,76.21,0.64,0.436,8.61,63.84,6.79,1
2026-08-08,G0177,25.86441,87.0102,15.18,29.14,78.51,5.05,0.475,1.09,62.46,5.34,1
2026-08-08,G0178,25.86441,87.05022,11.2,32.79,81.79,2.78,0.418,11.31,63.34,6.85,1
2026-08-08,G0179,25.86441,87.09024,7.08,31.8,78.26,2.7,0.453,1.36,64.69,1.95,1
2026-08-08,G0180,25.86441,87.13012,13.26,31.26,68.88,2.79,0.394,7.62,63.1,8.68,1
2026-08-08,G0181,25.90045,86.57001,17.93,32.25,67.82,1.27,0.423,9.89,67.27,11.89,1
2026-08-08,G0182,25.90045,86.61003,19.32,28.87,69.6,5.26,0.433,14.6,67.69,8.06,1
2026-08-08,G0183,25.90045,86.65004,13.85,29.63,73.67,3.64,0.435,15.01,65.64,13.73,1
2026-08-08,G0184,25.90045,86.69006,14.45,31.75,72.62,3.25,0.364,18.6,68.58,12.91,1
2026-08-08,G0185,25.90045,86.73008,12.0,31.94,72.81,6.32,0.408,9.8,67.04,11.22,1
2026-08-08,G0186,25.90045,86.7701,15.29,30.53,78.66,4.76,0.44,19.86,65.12,12.02,1
2026-08-08,G0187,25.90045,86.81011,9.9,32.16,75.53,2.83,0.476,12.26,66.79,7.19,1
2026-08-08,G0188,25.90045,86.85013,13.88,32.23,68.82,4.12,0.442,10.96,66.87,8.31,1
2026-08-08,G0189,25.90045,86.89015,13.8,29.36,69.64,4.53,0.403,9.94,62.72,10.51,1
2026-08-08,G0190,25.90045,86.93017,9.57,31.37,76.09,5.04,0.48,5.82,66.23,5.44,1
2026-08-08,G0191,25.90045,86.97018,14.17,33.15,73.27,3.29,0.438,11.11,64.48,10.23,1
2026-08-08,G0192,25.90045,87.0102,12.96,31.44,64.2,2.19,0.359,7.66,65.47,8.8,1
2026-08-08,G0193,25.90045,87.05022,5.11,33.0,70.25,2.59,0.39,10.17,64.92,8.13,1
2026-08-08,G0194,25.90045,87.09024,14.84,30.46,79.99,2.39,0.468,17.38,67.37,8.13,1
2026-08-08,G0195,25.90045,87.13012,6.09,30.18,71.3,4.21,0.39,18.38,66.13,14.24,1
2026-08-08,G0196,25.93649,86.57001,16.68,31.9,76.13,3.72,0.469,14.72,66.63,18.11,1
2026-08-08,G0197,25.93649,86.61003,13.5,28.17,73.33,4.31,0.426,16.66,67.04,9.79,1
2026-08-08,G0198,25.93649,86.65004,5.7,29.67,77.02,4.0,0.445,12.63,68.28,11.32,1
2026-08-08,G0199,25.93649,86.69006,10.83,29.72,76.17,4.3,0.422,10.19,67.21,5.03,1
2026-08-08,G0200,25.93649,86.73008,6.27,30.11,71.11,3.19,0.473,11.62,68.82,5.72,1
2026-08-08,G0201,25.93649,86.7701,4.12,31.0,82.8,3.92,0.358,11.75,70.08,5.68,1
2026-08-08,G0202,25.93649,86.81011,16.06,30.06,77.34,4.21,0.49,11.86,62.87,8.69,1
2026-08-08,G0203,25.93649,86.85013,13.01,31.35,65.57,4.07,0.45,16.43,66.15,13.36,1
2026-08-08,G0204,25.93649,86.89015,5.01,31.71,76.94,4.51,0.442,10.84,65.89,6.71,1
2026-08-08,G0205,25.93649,86.93017,15.06,31.84,83.46,3.85,0.422,12.55,61.47,14.97,1
2026-08-08,G0206,25.93649,86.97018,13.96,29.04,67.04,4.39,0.442,15.35,72.35,18.31,1
2026-08-08,G0207,25.93649,87.0102,8.11,31.68,70.98,2.98,0.374,11.48,63.48,6.56,1
2026-08-08,G0208,25.93649,87.05022,16.52,33.86,78.03,2.81,0.393,11.62,65.59,10.39,1
2026-08-08,G0209,25.93649,87.09024,7.27,31.8,80.67,3.15,0.545,16.18,65.87,11.1,1
2026-08-08,G0210,25.93649,87.13012,16.22,32.35,67.16,3.95,0.411,10.39,67.32,9.0,1
2026-08-08,G0211,25.97252,86.57001,6.48,29.82,67.63,3.63,0.386,13.99,65.92,7.1,1
